Brazil;Ontario;Peru;Central America;Eastern United States;Quebec;Alberta;Argentina;Venezuela;,Brazil&1;Ontario&1;Peru&1;Central America&1;Eastern United States&1;Quebec&0;Alberta&0;Argentina&0;Venezuela&0;,1.9701,0.9702989999999999
Western United States;Central America;Greenland;Peru;Argentina;Venezuela;,Western United States&1;Central America&1;Greenland&1;Peru&0;Argentina&0;Venezuela&0;,-1.0,1.0
Central America;Alaska;Western United States;Northwest Territory;,Central America&1;Alaska&1;Western United States&1;Northwest Territory&0;,-3.9701000000000004,0.9702989999999999
Central America;Eastern United States;Argentina;,Central America&1;Eastern United States&1;Argentina&1;,1.0,1.0
Brazil;Greenland;Central America;Quebec;Western United States;Alberta;Northwest Territory;,Brazil&1;Greenland&1;Central America&7;Quebec&27;Western United States&2;Alberta&1;Northwest Territory&1;,-1.0,1.0
Brazil;Western United States;Central America;Quebec;Peru;Alberta;Northwest Territory;,Brazil&32;Western United States&1;Central America&1;Quebec&1;Peru&1;Alberta&3;Northwest Territory&1;,1.0,1.0
Brazil;Western United States;Central America;Quebec;Peru;Alberta;Northwest Territory;,Brazil&1;Western United States&1;Central America&1;Quebec&0;Peru&0;Alberta&0;Northwest Territory&0;,1.0,1.0
Central America;Eastern United States;Greenland;Western United States;Alberta;Northwest Territory;,Central America&1;Eastern United States&1;Greenland&1;Western United States&0;Alberta&0;Northwest Territory&0;,1.0,1.0
Ontario;Peru;Central America;Eastern United States;Greenland;Quebec;Western United States;Argentina;Venezuela;,Ontario&1;Peru&1;Central America&1;Eastern United States&0;Greenland&0;Quebec&0;Western United States&0;Argentina&0;Venezuela&0;,-1.0,1.0
Brazil;Ontario;Central America;Alaska;Western United States;Venezuela;Northwest Territory;,Brazil&2;Ontario&1;Central America&1;Alaska&12;Western United States&22;Venezuela&1;Northwest Territory&1;,-1.0,1.0
Brazil;Ontario;Central America;Alaska;Western United States;Venezuela;Northwest Territory;,Brazil&1;Ontario&1;Central America&1;Alaska&0;Western United States&0;Venezuela&0;Northwest Territory&0;,-1.0,1.0
Brazil;Peru;Central America;Alaska;Western United States;Alberta;Argentina;Venezuela;,Brazil&1;Peru&1;Central America&1;Alaska&1;Western United States&1;Alberta&0;Argentina&0;Venezuela&0;,31.045709197645735,0.6361854860638709
Brazil;Greenland;Central America;Alaska;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Greenland&1;Central America&1;Alaska&0;Alberta&0;Argentina&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Eastern United States;Alaska;Central America;Greenland;Quebec;Alberta;Venezuela;Northwest Territory;,Eastern United States&1;Alaska&1;Central America&1;Greenland&0;Quebec&0;Alberta&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Brazil;Ontario;Central America;Eastern United States;Greenland;Quebec;Western United States;Venezuela;,Brazil&1;Ontario&1;Central America&1;Eastern United States&0;Greenland&0;Quebec&0;Western United States&0;Venezuela&0;,-3.90099501,0.9509900498999999
